Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
322,Balance,4278.51,-2074.38,-44.17,-1959.68,0.003052,11.97
323,Balance,4275.35,-844.42,-46.98,-750.89,0.003742,4.50
324,Balance,4272.36,-958.06,-49.80,-903.59,0.003121,7.77
325,Balance,4269.90,-667.66,-51.73,-523.81,0.003685,6.25
326,Balance,4267.08,-716.71,-54.19,-625.22,0.003935,9.23
327,Balance,4264.45,-798.13,-56.48,-694.95,0.003295,10.29
328,Balance,4261.81,-676.83,-58.76,-584.54,0.003901,10.89
329,Balance,4259.35,-811.04,-60.69,-636.30,0.003033,11.46
330,Balance,4257.07,-558.10,-62.45,-430.81,0.004085,10.71
331,Balance,4254.96,-627.52,-64.03,-469.90,0.003362,11.14
332,Balance,4252.85,-590.59,-65.62,-445.04,0.003573,10.52
333,Balance,4251.09,-491.51,-66.85,-343.50,0.003581,8.12
334,Balance,4249.16,-560.98,-68.08,-357.52,0.003440,9.24
335,Balance,4247.57,-407.84,-69.13,-269.33,0.003899,5.04
336,Balance,4245.99,-541.29,-70.01,-301.48,0.002919,7.06
337,Balance,4244.76,-333.44,-70.89,-238.56,0.003689,2.31
338,Balance,4243.53,-394.66,-71.59,-224.60,0.003117,3.56
339,Balance,4242.30,-284.57,-72.30,-164.26,0.004322,0.30
340,Balance,4240.89,-382.09,-73.00,-189.69,0.003690,5.16
341,Balance,4239.84,-184.76,-73.70,-123.17,0.005683,-3.20
342,Balance,4238.43,-368.56,-74.58,-230.03,0.003826,3.92
343,Balance,4237.73,-187.01,-75.11,-141.59,0.003743,-4.44
344,Balance,4236.85,-255.11,-75.64,-153.65,0.003449,-3.00
345,Balance,4236.32,-145.90,-75.99,-96.35,0.003633,-2.99
346,Balance,4235.62,-191.08,-76.51,-141.95,0.003663,-0.90
347,Balance,4235.27,-97.67,-77.04,-147.89,0.003584,-2.81
348,Balance,4234.92,-95.04,-77.57,-143.91,0.003683,-4.14
349,Balance,4234.74,-51.24,-78.10,-150.87,0.003513,-4.50
350,Balance,4234.57,-51.22,-78.45,-105.45,0.003319,-4.20
351,Balance,4234.57,0.00,-78.98,-138.54,0.003826,-2.84
352,Balance,4234.57,0.00,-79.50,-156.12,0.003331,-0.53
353,Balance,4234.57,0.00,-80.21,-178.31,0.003982,-3.31
354,Balance,4234.92,117.56,-80.73,-174.66,0.002977,-0.61
355,Balance,4235.09,52.89,-81.26,-164.90,0.003214,0.80
356,Balance,4235.44,87.41,-81.79,-132.36,0.004004,-2.75
357,Balance,4235.97,167.34,-82.49,-221.02,0.003167,0.25
358,Balance,4236.50,144.71,-83.02,-144.71,0.003663,-0.06
359,Balance,4237.20,203.68,-83.55,-154.21,0.003437,5.50
360,Balance,4237.91,186.23,-84.07,-136.39,0.003813,4.13
361,Balance,4238.61,156.71,-84.60,-118.65,0.004467,1.36
362,Balance,4240.01,318.32,-85.30,-159.16,0.004398,9.91
363,Balance,4241.25,433.16,-85.83,-185.14,0.002863,11.22
364,Balance,4242.12,260.96,-86.18,-104.99,0.003334,6.46
365,Balance,4243.53,365.58,-86.53,-90.75,0.003857,12.00
366,Balance,4244.94,381.01,-86.71,-48.64,0.003701,11.61
367,Balance,4246.34,393.54,-86.89,-50.60,0.003557,8.86
368,Balance,4247.75,396.91,-86.89,0.00,0.003552,7.54
369,Balance,4249.51,524.29,-86.89,0.00,0.003357,10.15
370,Balance,4251.26,475.51,-86.53,97.82,0.003680,6.16
371,Balance,4253.20,554.55,-86.36,48.59,0.003498,9.17
372,Balance,4255.13,594.43,-86.01,107.80,0.003247,10.12
373,Balance,4257.42,618.76,-85.48,143.21,0.003701,9.59
374,Balance,4259.70,675.26,-84.78,207.32,0.003376,9.53
375,Balance,4262.16,641.67,-83.90,229.54,0.003834,8.70
376,Balance,4264.80,643.51,-82.84,258.38,0.004102,9.39
377,Balance,4267.61,871.04,-81.79,325.48,0.003226,10.86
378,Balance,4270.60,935.89,-80.38,441.34,0.003195,10.51
379,Balance,4273.59,756.71,-78.98,354.31,0.003951,8.20
380,Balance,4277.10,982.38,-77.04,542.97,0.003573,10.20
381,Balance,4280.80,383.79,-74.93,218.86,0.009641,11.98
382,Balance,4291.52,3206.60,-68.25,1998.14,0.003343,-12.00
383,Balance,4295.56,1145.24,-65.44,796.57,0.003528,11.99
384,Balance,4300.48,1371.98,-61.75,1028.99,0.003586,10.20
385,Balance,4304.88,1305.34,-59.29,729.81,0.003371,12.00
386,Balance,4310.15,1727.28,-54.54,1556.84,0.003051,5.56
387,Balance,4315.07,1312.55,-50.85,984.42,0.003748,12.00
388,Balance,4320.87,1348.58,-46.10,1104.44,0.004301,11.32
389,Balance,4326.67,1821.97,-41.53,1435.59,0.003183,10.50
390,Balance,4332.65,1781.01,-36.61,1465.31,0.003358,7.48
391,Balance,4338.45,1366.61,-32.04,1076.79,0.004244,7.44
392,Balance,4344.25,2344.32,-27.65,1774.40,0.002474,-9.09
393,Balance,4349.53,1260.08,-23.60,966.54,0.004190,11.98
394,Balance,4355.85,2043.64,-19.03,1477.76,0.003093,-11.90
395,Balance,4360.95,1426.92,-15.87,884.13,0.003574,-6.20
396,Balance,4366.23,1358.81,-12.00,995.95,0.003886,-9.84
397,Balance,4371.32,1438.61,-9.54,695.28,0.003538,-11.24
398,Balance,4376.07,1315.74,-6.73,778.36,0.003610,-9.73
399,Balance,4380.82,1453.17,-4.09,807.66,0.003269,-11.44
400,Balance,4385.21,1015.27,-1.98,487.98,0.004324,-7.53
